Loving You(Live) - live	侧田	One Good Show!(Live)	http://music.163.com/m/song?id=65021
探索(摇滚乐与呼麦)	阿拉腾傲刀	天堂里的妈妈1	http://music.163.com/m/song?id=61437
浪花一朵朵	阿牛	无尾熊抱抱	http://music.163.com/m/song?id=60061
疯狂的世界	吕仁德	上海石库门口琴声	http://music.163.com/m/song?id=62193
真善美	吕仁德	上海石库门口琴声	http://music.163.com/m/song?id=62202
爱的罗曼史	安东尼	HI-FI吉他王	http://music.163.com/m/song?id=62144
我已经爱上你(伴奏) - instrumental	阿杜	小城故事 电视剧原声音乐	http://music.163.com/m/song?id=60087
不通天光	阿吉仔	再显奇迹	http://music.163.com/m/song?id=61291
不再流泪	陈百强	眼泪为你流精选	http://music.163.com/m/song?id=65044
眼泪为你流	陈百强	眼泪为你流精选	http://music.163.com/m/song?id=65041
三轮车	阿牛	无尾熊抱抱	http://music.163.com/m/song?id=60080
如果有一天你不在我身边	安琥	男人的歌	http://music.163.com/m/song?id=60050
The Greatest Reprise	Armar’rae Hill	Genius (feat. True Foundation)	http://music.163.com/m/song?id=62056
宝贝不要哭	阿牛	无尾熊抱抱	http://music.163.com/m/song?id=60098
祝你快乐	阿杜	醇情歌	http://music.163.com/m/song?id=60191
沉默	阿杜	撒野	http://music.163.com/m/song?id=60028
花开在旅途	蔡国庆	花开在旅途	http://music.163.com/m/song?id=65560
给予	蔡国庆	庆祝	http://music.163.com/m/song?id=65443
给爱丽斯	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65574
就这样吧	陈志朋	情茧	http://music.163.com/m/song?id=69875
情歌1994	陈耀川	赤子心	http://music.163.com/m/song?id=69884
台湾话	陈雷	台湾话.莎哟娜啦探戈	http://music.163.com/m/song?id=69885
You'll Shine Again	侧田	No Protection (Dual Disc Version)	http://music.163.com/m/song?id=65103
深陷情网	陈志朋	情茧	http://music.163.com/m/song?id=69870
莎哟娜啦探戈	陈雷	台湾话.莎哟娜啦探戈	http://music.163.com/m/song?id=69880
走音	侧田	No Protection (Dual Disc Version)	http://music.163.com/m/song?id=65098
美丽之景	侧田	No Protection (Dual Disc Version)	http://music.163.com/m/song?id=65095
红玫瑰(国)	陈奕迅	1997-2007 跨世纪国语精选	http://music.163.com/m/song?id=65126
只因爱你	陈百强	四星汇聚	http://music.163.com/m/song?id=65105
心情真好	陈耀川	赤子心	http://music.163.com/m/song?id=69888
粉红色的一生	陈百强	四星汇聚	http://music.163.com/m/song?id=65122
情永落	侧田	No Protection (Dual Disc Version)	http://music.163.com/m/song?id=65092
疼惜	陈明章	生活会微笑 [广告配乐选]	http://music.163.com/m/song?id=66506
何必相识	陈百强	眼泪为你流精选	http://music.163.com/m/song?id=65091
你的背包	陈奕迅	1997-2007 跨世纪国语精选	http://music.163.com/m/song?id=65101
人生如梦	陈耀川	我始终爱你	http://music.163.com/m/song?id=69911
对酒当歌	陈百强	90浪漫心曲经典	http://music.163.com/m/song?id=65552
别话	陈百强	等待您	http://music.163.com/m/song?id=65595
说你要(Club Mix) - remix	陈志朋	霸道的温柔	http://music.163.com/m/song?id=69909
变色龙(Remix Edition) - remix	陈奕迅	Listen To Eason Chan	http://music.163.com/m/song?id=65509
军中帅哥	蔡国庆	军中帅哥	http://music.163.com/m/song?id=65176
梦想的地平线	陈浩民	男人之痛	http://music.163.com/m/song?id=68544
日蚀	蔡旻佑	寂寞，好了	http://music.163.com/m/song?id=65597
天生不是情人(Live) - live	陈百强	紫色个体演唱会	http://music.163.com/m/song?id=65460
我心中的故事	蔡国庆	感谢	http://music.163.com/m/song?id=65450
城外	蔡旻佑	19 首张个人创作专辑	http://music.163.com/m/song?id=65676
Don't cry for me	陈百强	我的所有II	http://music.163.com/m/song?id=65662
驱魔大法师	陈百强	我的所有II	http://music.163.com/m/song?id=65672
盛夏的果实	蔡国庆	花开在旅途	http://music.163.com/m/song?id=65553
岸边树下	蔡国庆	花开在旅途	http://music.163.com/m/song?id=65548
让我忘记你的脸	陈冠宇	坠入琴网	http://music.163.com/m/song?id=69090
牛郎织女	陈志朋	记住你的香	http://music.163.com/m/song?id=69925
细说从头	蔡荣祖	久久才见到你的好	http://music.163.com/m/song?id=69029
最佳损友 - 2007 Live	陈奕迅	Eason Moving On Stage 1	http://music.163.com/m/song?id=65189
乡愁	陈建年	海洋	http://music.163.com/m/song?id=65454
谁人陪我行	陈雷	台湾话.莎哟娜啦探戈	http://music.163.com/m/song?id=69899
被爱	陈志朋	霸道的温柔	http://music.163.com/m/song?id=69898
陪你谈心	陈志朋	霸道的温柔	http://music.163.com/m/song?id=69905
挽回她还不如忘了吧	陈耀川	我始终爱你	http://music.163.com/m/song?id=69906
我是计程车	陈雷	台湾话.莎哟娜啦探戈	http://music.163.com/m/song?id=69897
我们分享每天	陈耀川	赤子心	http://music.163.com/m/song?id=69890
呀边个边个	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65665
你看不到的天空	蔡旻佑	寂寞，好了	http://music.163.com/m/song?id=65601
谎言	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65691
热岛小夜曲(Remix Edition) - remix	陈奕迅	Listen To Eason Chan	http://music.163.com/m/song?id=65494
摘星	陈百强	四星汇聚	http://music.163.com/m/song?id=65141
梦女	侧田	No Protection	http://music.163.com/m/song?id=65144
疯狗	陈明章	现场作品Ⅱ	http://music.163.com/m/song?id=66784
爱情的飞凌机	陈雷	台湾话.莎哟娜啦探戈	http://music.163.com/m/song?id=69889
再不想买花	蔡枫华	点样讲你知	http://music.163.com/m/song?id=69059
我的心有谁能听见	陈志朋	记住你的香	http://music.163.com/m/song?id=69928
固执	陈柏宇	Quinquennium 新曲+精选	http://music.163.com/m/song?id=66783
孤雁	陈百强	四星汇聚	http://music.163.com/m/song?id=65133
心伤心 痛不痛	陈晓东	东国度	http://music.163.com/m/song?id=66789
记住你的香	陈志朋	记住你的香	http://music.163.com/m/song?id=69919
闪	陈奕迅	Listen To Eason Chan	http://music.163.com/m/song?id=65455
时间不等待	蔡荣祖	你是否记得我	http://music.163.com/m/song?id=69079
南北一家亲(Live) - live	陈百强	紫色个体演唱会	http://music.163.com/m/song?id=65456
不如这样	陈奕迅	你的陈奕迅 国语精选	http://music.163.com/m/song?id=65365
青春哀歌	陈建年	海有多深 电影原声带	http://music.163.com/m/song?id=65413
五更鼓	陈明章	现场作品Ⅱ	http://music.163.com/m/song?id=66779
思念	陈雷	随缘	http://music.163.com/m/song?id=69871
白玫瑰 - 2007 Live	陈奕迅	Eason Moving On Stage 1	http://music.163.com/m/song?id=65162
心光	蔡国庆	20世纪中华歌坛名人百集珍藏版	http://music.163.com/m/song?id=65520
我和你(Live) - live	陈百强	紫色个体演唱会	http://music.163.com/m/song?id=65519
爱在今宵	陈百强	Love In L.A.	http://music.163.com/m/song?id=65394
而情似近	陈百强	只因爱你	http://music.163.com/m/song?id=65420
小小水滴	蔡国庆	20世纪中华歌坛名人百集珍藏版	http://music.163.com/m/song?id=65524
浮云	陈建年	海有多深 电影原声带	http://music.163.com/m/song?id=65405
哭泣的回家之路	陈建年	海有多深 电影原声带	http://music.163.com/m/song?id=65417
生之喜悦	陈建年	海有多深 电影原声带	http://music.163.com/m/song?id=65434
好人	侧田	Justin	http://music.163.com/m/song?id=65175
真心真意赤子心	陈耀川	赤子心	http://music.163.com/m/song?id=69892
至爱	陈百强	至爱纪念集	http://music.163.com/m/song?id=65178
2006岁月如歌(Remix) - remix	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65640
空中巴士	厨房仔	三角度	http://music.163.com/m/song?id=65718
我不是好人	侧田	Justin	http://music.163.com/m/song?id=65180
留下一个吻	陈志朋	霸道的温柔	http://music.163.com/m/song?id=69891
北京祝福你	常石磊	阿杜	http://music.163.com/m/song?id=69973
全世界失眠	陈奕迅	你的陈奕迅 国语精选	http://music.163.com/m/song?id=65381
Lonely Christmas	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65646
The Love I Know	蔡旻佑	搜寻蔡旻佑	http://music.163.com/m/song?id=65641
活着多好	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65663
阿士匹灵	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65650
一生何求	陈百强	一生何求	http://music.163.com/m/song?id=65642
Shall We Talk	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65643
他一个人	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65654
随意门	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65648
幸福的灯火	蔡国庆	庆祝	http://music.163.com/m/song?id=65407
画出彩虹	陈百强	四星汇聚	http://music.163.com/m/song?id=65145
涟漪	陈百强	四星汇聚	http://music.163.com/m/song?id=65158
台北21℃	蔡旻佑	搜寻蔡旻佑	http://music.163.com/m/song?id=65653
Intro - intro	蔡旻佑	19 首张个人创作专辑	http://music.163.com/m/song?id=65667
回想	陈建年	海有多深 电影原声带	http://music.163.com/m/song?id=65402
地下裁判团	陈百强	我的所有II	http://music.163.com/m/song?id=65666
寂寞，好了	蔡旻佑	寂寞，好了	http://music.163.com/m/song?id=65589
今夜守规矩	陈百强	等待您	http://music.163.com/m/song?id=65607
人来人往	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65624
我回来了	蔡旻佑	搜寻蔡旻佑	http://music.163.com/m/song?id=65629
情永落	侧田	No Protection	http://music.163.com/m/song?id=65151
做我的爱人	陈志朋	记住你的香	http://music.163.com/m/song?id=69934
我用一首Demo跟你告白XD	蔡旻佑	搜寻蔡旻佑	http://music.163.com/m/song?id=65649
巴郎仔	艾尔肯	一千零一夜	http://music.163.com/m/song?id=60225
走	蔡旻佑	寂寞，好了	http://music.163.com/m/song?id=65615
酝酿	陈奕迅	1997-2007 跨世纪国语精选	http://music.163.com/m/song?id=65146
演唱会(Remix Edition) - live	陈奕迅	Listen To Eason Chan	http://music.163.com/m/song?id=65498
偏偏喜欢你(Live) - live	陈百强	紫色个体演唱会	http://music.163.com/m/song?id=65521
Expectation	陈勋奇	东邪西毒 终极版电影原声碟	http://music.163.com/m/song?id=68052
心内事几时休	陈雷	台湾话.莎哟娜啦探戈	http://music.163.com/m/song?id=69901
第一个雅皮士	陈奕迅	认了吧	http://music.163.com/m/song?id=65543
旋转门	蔡旻佑	19 首张个人创作专辑	http://music.163.com/m/song?id=65683
八里公路	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65668
脉膊奔流	陈百强	四星汇聚	http://music.163.com/m/song?id=65152
Tangle	陈勋奇	东邪西毒 终极版电影原声碟	http://music.163.com/m/song?id=68055
狂热革命(Remix Edition) - remix	陈奕迅	Listen To Eason Chan	http://music.163.com/m/song?id=65506
热气球	蔡旻佑	19 首张个人创作专辑	http://music.163.com/m/song?id=65688
你的心只能属于我	陈志朋	霸道的温柔	http://music.163.com/m/song?id=69900
好久不见	陈奕迅	认了吧	http://music.163.com/m/song?id=65538
失恋纪念日	陈志朋	霸道的温柔	http://music.163.com/m/song?id=69907
最后今晚	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65565
早晨的晚霞(Live) - live	陈建年	海洋	http://music.163.com/m/song?id=65493
乜嘢啫(Remix Edition) - remix	陈奕迅	Listen To Eason Chan	http://music.163.com/m/song?id=65516
记住	蔡国庆	感谢	http://music.163.com/m/song?id=65453
我们是同胞	陈建年	海洋	http://music.163.com/m/song?id=65458
只要有你能懂我	陈耀川	我始终爱你	http://music.163.com/m/song?id=69923
南北一家亲	陈百强	Love In L.A.	http://music.163.com/m/song?id=65367
神仙也移民	陈百强	我的所有II	http://music.163.com/m/song?id=65658
落后的未来	陈冠希	MC仁	http://music.163.com/m/song?id=65712
爱的晴雨表	蔡国庆	感谢	http://music.163.com/m/song?id=65485
长伴千世纪	陈百强	我的所有	http://music.163.com/m/song?id=65714
末世纪风骚	陈百强	只因爱你	http://music.163.com/m/song?id=65432
要你的	陈奕迅	1997-2007 跨世纪国语精选	http://music.163.com/m/song?id=65120
穿上彩虹衣	李谕芹	海洋	http://music.163.com/m/song?id=65462
我想要说	蔡旻佑	19 首张个人创作专辑	http://music.163.com/m/song?id=65692
月球上的人	陈奕迅	认了吧	http://music.163.com/m/song?id=65549
不再问究竟	陈百强	90浪漫心曲经典	http://music.163.com/m/song?id=65554
Ba La Ba	陈建年	大地	http://music.163.com/m/song?id=65353
走在大街的女子	陈耀川	周慧敏	http://music.163.com/m/song?id=69917
无声的怨叹	陈雷	随缘	http://music.163.com/m/song?id=69869
听妈妈讲那过去的故事	蔡国庆	感谢	http://music.163.com/m/song?id=65474
走活传统	陈建年	海洋	http://music.163.com/m/song?id=65486
富士山下 - 2007 Live	陈奕迅	Eason Moving On Stage 1	http://music.163.com/m/song?id=65171
原谅	陈志朋	情茧	http://music.163.com/m/song?id=69877
晚报歌	蔡国庆	花开在旅途	http://music.163.com/m/song?id=65563
痴情岁月	陈百强	只因爱你	http://music.163.com/m/song?id=65416
接受我的心	陈耀川	我始终爱你	http://music.163.com/m/song?id=69915
一生何求	陈百强	90浪漫心曲经典	http://music.163.com/m/song?id=65567
北京的桥	蔡国庆	花开在旅途	http://music.163.com/m/song?id=65551
打回原形(钢琴曲)	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65716
共度一生	陈耀川	我始终爱你	http://music.163.com/m/song?id=69920
夏雪	陈志朋	情茧	http://music.163.com/m/song?id=69873
念念不忘	陈志朋	霸道的温柔	http://music.163.com/m/song?id=69903
你会不会	陈奕迅	你的陈奕迅 国语精选	http://music.163.com/m/song?id=65369
感情线	陈耀川	赤子心	http://music.163.com/m/song?id=69874
回家	蔡国庆	20世纪中华歌坛名人百集珍藏版	http://music.163.com/m/song?id=65512
同一首歌	蔡国庆	感谢	http://music.163.com/m/song?id=65489
但愿人长久	蔡国庆	感谢	http://music.163.com/m/song?id=65470
流浪者	陈百强	一生何求	http://music.163.com/m/song?id=65625
说你要	陈志朋	霸道的温柔	http://music.163.com/m/song?id=69894
Dreamer	陈志朋	霸道的温柔	http://music.163.com/m/song?id=69896
情到深处	陈耀川	我始终爱你	http://music.163.com/m/song?id=69913
思想走了光	陈百强	四星汇聚	http://music.163.com/m/song?id=65161
梦醒在三更	蔡小虎	张秀卿	http://music.163.com/m/song?id=68811
不能没有你	蔡国庆	感谢	http://music.163.com/m/song?id=65448
霸道的温柔	陈志朋	霸道的温柔	http://music.163.com/m/song?id=69902
Overture - 2007 Live	陈奕迅	Eason Moving On Stage 1	http://music.163.com/m/song?id=65159
宝宝	阿牛	阿牛的Wow Wow情歌	http://music.163.com/m/song?id=60232
电影《男生贾里新传》主题曲	吕仁德	上海石库门口琴声	http://music.163.com/m/song?id=62208
用尽一生的温存	陈志朋	记住你的香	http://music.163.com/m/song?id=69941
迷失中有着你	陈百强	至爱纪念集	http://music.163.com/m/song?id=65215
不再问究竟(Live) - live	陈百强	紫色个体演唱会	http://music.163.com/m/song?id=65480
得来不易	侧田	No Protection	http://music.163.com/m/song?id=65160
爱情太危险	陈志朋	记住你的香	http://music.163.com/m/song?id=69943
今天晚上	艾尔肯	走出沙漠的刀郎	http://music.163.com/m/song?id=60206
有些话我没说你也会懂	蔡荣祖	你是否记得我	http://music.163.com/m/song?id=69075
念亲恩(Live) - live	陈百强	紫色个体演唱会	http://music.163.com/m/song?id=65495
SEALED WITH A KISS(Live) - live	陈百强	紫色个体演唱会	http://music.163.com/m/song?id=65505
人车志 - 2007 Live	陈奕迅	Eason Moving On Stage 1	http://music.163.com/m/song?id=65181
浪子心声(Live) - live	陈百强	紫色个体演唱会	http://music.163.com/m/song?id=65508
Hit List Remix - remix	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65674
心碎路口	陈百强	一生何求	http://music.163.com/m/song?id=65636
牛郎织女	陈明章	现场作品Ⅱ	http://music.163.com/m/song?id=66787
爱是怀疑	陈奕迅	你的陈奕迅 国语精选	http://music.163.com/m/song?id=65397
一切还好	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65577
狂人日记	陈奕迅	你的陈奕迅 国语精选	http://music.163.com/m/song?id=65421
Interude	陈冠希	三角度	http://music.163.com/m/song?id=65715
望远方	陈柏宇	Quinquennium 新曲+精选	http://music.163.com/m/song?id=66788
石头剪子布	艾尔肯	博客	http://music.163.com/m/song?id=60071
遇见另一个自己	阿鹏	桒惪SOUND第一季	http://music.163.com/m/song?id=61281
如果没有你	阿木	戏梦	http://music.163.com/m/song?id=60482
依然爱你	阿强	太阳雨	http://music.163.com/m/song?id=60308
大浪淘沙(三弦独奏)	阿炳	华彦钧阿炳 纪念专辑	http://music.163.com/m/song?id=60570
天天看到你	阿杜	醇情歌	http://music.163.com/m/song?id=60187
黄河激浪(鼓的旋律)	安志顺	中华鼓圣	http://music.163.com/m/song?id=61393
听松(扬琴伴奏) - instrumental	阿炳	华彦钧阿炳 纪念专辑	http://music.163.com/m/song?id=60562
我可以抱你吗	阿强	等候	http://music.163.com/m/song?id=60576
对面女孩看过来kala版 - instrumental	阿牛	城市·蓝天	http://music.163.com/m/song?id=60569
阿牛和阿花的故事live版 - live	阿牛	城市·蓝天	http://music.163.com/m/song?id=60553
走音	侧田	No Protection	http://music.163.com/m/song?id=65157
拔河	陈奕迅	1997-2007 跨世纪国语精选	http://music.163.com/m/song?id=65130
Every Night	陈志朋	记住你的香	http://music.163.com/m/song?id=69930
懂事	Alex	我 那一场恋爱	http://music.163.com/m/song?id=60171
无能为力	阿杜	哈啰	http://music.163.com/m/song?id=60218
坏情人	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65684
在这里生活	陈劲	雾气里的昆虫	http://music.163.com/m/song?id=68742
对不对	陈百强	一生何求	http://music.163.com/m/song?id=65627
绵绵	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65622
星星亮了	阿牛	滚石香港黄金十年 阿牛精选	http://music.163.com/m/song?id=60153
天蝎蝴蝶	阿杜	坚持到底	http://music.163.com/m/song?id=60245
Andy	阿杜	天黑	http://music.163.com/m/song?id=60271
快乐旅途	艾尔肯	走出沙漠的刀郎	http://music.163.com/m/song?id=60207
离别	阿杜	醇情歌	http://music.163.com/m/song?id=60163
孤独	艾尔肯	一千零一夜	http://music.163.com/m/song?id=60233
一个人住	阿杜	醇情歌	http://music.163.com/m/song?id=60174
那夜	Alex	我 那一场恋爱	http://music.163.com/m/song?id=60196
快乐旅途	艾尔肯	一千零一夜	http://music.163.com/m/song?id=60250
天地鉴	常石磊	天地鉴	http://music.163.com/m/song?id=69983
爱情黑白话	陈雷	爱你的日子	http://music.163.com/m/song?id=69080
肆	常石磊	肆	http://music.163.com/m/song?id=69990
雨与你	陈建年	海洋	http://music.163.com/m/song?id=65473
阿牛和阿花的故事kala版 - instrumental	阿牛	城市·蓝天	http://music.163.com/m/song?id=60565
华丽的外衣(钢琴版)	阿强	华丽的外衣	http://music.163.com/m/song?id=60478
最熟悉的陌生人	阿强	等候	http://music.163.com/m/song?id=60582
二泉映月(胡琴独奏)	阿炳	华彦钧阿炳 纪念专辑	http://music.163.com/m/song?id=60580
你会爱我很久吗	陈耀川	我始终爱你	http://music.163.com/m/song?id=69926
下雨的时候会想你	阿杜	哈啰	http://music.163.com/m/song?id=60210
烟外晓云轻	蔡枫华	新曲.精选	http://music.163.com/m/song?id=68806
I Do, I Do	陈百强	等待您	http://music.163.com/m/song?id=65599
忘记歌词	陈奕迅	Sound &amp; Sight	http://music.163.com/m/song?id=65626
野性的心	陈百强	只因爱你	http://music.163.com/m/song?id=65445
跳蚤市场	陈奕迅	你的陈奕迅 国语精选	http://music.163.com/m/song?id=65429
我们都寂寞	陈奕迅	你的陈奕迅 国语精选	http://music.163.com/m/song?id=65385
青春岭	阿吉仔	今夜来去听阿吉仔念歌 2	http://music.163.com/m/song?id=61289
SCARBOROUGH FAIR(Live) - live	陈百强	紫色个体演唱会	http://music.163.com/m/song?id=65499
凭着爱(Live) - live	陈百强	紫色个体演唱会	http://music.163.com/m/song?id=65511
火焰山	艾尔肯	博客	http://music.163.com/m/song?id=60067
失恋好烦	阿牛	各位男人辛苦晒	http://music.163.com/m/song?id=60182
花儿为什么这样红	艾尔肯	一千零一夜	http://music.163.com/m/song?id=60231
小强的车	阿牛	阿牛的Wow Wow情歌	http://music.163.com/m/song?id=60221
下雨的时候会想你	阿杜	醇情歌	http://music.163.com/m/song?id=60176
男人天生活受罪	安琥	男人的歌	http://music.163.com/m/song?id=60047
无可奈何	艾尔肯	一千零一夜	http://music.163.com/m/song?id=60244
祝你快乐	阿杜	哈啰	http://music.163.com/m/song?id=60229
别怕我伤心	阿强	华丽的外衣	http://music.163.com/m/song?id=60433
爱我久久(伴奏) - instrumental	阿牛	爱我久久	http://music.163.com/m/song?id=60337
路口	阿强	兄弟	http://music.163.com/m/song?id=60511
阿里巴巴	艾尔肯	城市之夜(新疆版)	http://music.163.com/m/song?id=60140
我的草帽	阿强	老男孩	http://music.163.com/m/song?id=60367
看望	阿郎	阿郎的故事	http://music.163.com/m/song?id=60718
哀愁的火车站	阿吉仔	台语专辑4 江湖泪	http://music.163.com/m/song?id=61550
幸福的团聚(藏语版)	阿里	唱游西藏	http://music.163.com/m/song?id=60785
这首歌是谁写的	阿杜	I...Do	http://music.163.com/m/song?id=60132
三代	阿牛	天天天天说爱你	http://music.163.com/m/song?id=60000
沙漠之都	阿爆	沙漠之都	http://music.163.com/m/song?id=60950
二泉映月(胡琴独奏)	阿炳	华彦钧阿炳 纪念专辑	http://music.163.com/m/song?id=60580
